SMILES	STRID
CN2CC1=C(C=CC(=C1)C(=O)CCl)NC2=O	EN300-188240
BrCC(=O)CC1CC1	EN300-186994
COCC(=O)CCl	EN300-125140
CC1=N[N](C)C=C1C(=O)CBr	EN300-172412
ClCC(=O)CC1=CC=C(C=C1)Br	EN300-115637
CC(=O)C(C)(C)Br	EN300-121902
CCOC(=O)C(C)(C)C(=O)CBr	EN300-131657
CC(=O)OC1=CC=C(C=C1)CC(=O)CCl	EN300-189915
ClCC(=O)CC1=CC(=CC=C1)Br	EN300-189920
CC1(CC1)C(=O)CCl	EN300-190289
BrCC(=O)C1(CC1)C2=CC=CC=C2	EN300-193212
BrCC(=O)C1=C(C=C(C=C1)Br)I	EN300-203488
ClC1=C(C(=CC=C1)C(=O)CBr)Cl	EN300-204311
ClCC(=O)CC1=C(C=CC=C1)Cl	EN300-202209
BrCC(=O)C1=NC=C(C=C1)Br	EN300-201682
COC(C)(C)C(=O)CCl	EN300-199404
FC(F)(F)C1=NC(=C(C=C1)C(=O)CBr)Cl	EN300-210696
ClCC(=O)C1=C[NH]C2=C1C(=CC=N2)Cl	EN300-197105
CCCC1=CC=C(C=C1)C(=O)CBr	EN300-197226
C[N]1N=CC(=N1)C(=O)CCl	EN300-204935
ClCC(=O)C1CCOCC1	EN300-210059
BrCC(=O)C1=NC=C(N=C1)Br	EN300-210868
CCCCOC1=CC=C(C=C1)C(=O)CBr	EN300-205617
COC(=O)C(C)(C)C(=O)CBr	EN300-176991
CCC(CC)(C(=O)CBr)C(=O)OC	EN300-208705
ClCC(=O)COC1=CC=CC=C1	EN300-208852
CC(=O)SCCC(=O)CCl	EN300-206927
COC(=O)C(C)(C)C(=O)C(C)Br	EN300-211015
CC(C)(C)CC(=O)CBr	EN300-213076
CCC(C)(C)C(=O)CBr	EN300-217804
CC[S](=O)(=O)C(Cl)C(=O)C1=CC=CC=C1	EN300-213892
CC(C)(N2C(=O)C1=C(C=CC=C1)C2=O)C(=O)CCl	EN300-213959
FC(F)(F)C1=CN=C(C=C1)C(=O)CBr	EN300-211654
CC1=CC(=NC=C1)C(=O)CBr	EN300-211836
CCOC(=O)CC(Br)C(=O)C	EN300-211894
COC1=NC=CC(=C1)C(=O)CBr	EN300-211980
BrCC(=O)C2=C1C=CC=CC1=CC=N2	EN300-215418
COC1=NC=CC(=C1)C(=O)CBr	EN300-212445
C[S](=O)(=O)C1=NC=C(C=C1)C(=O)CBr	EN300-208256
ClCC(=O)C1=CC=CO1	EN300-213651
FC(F)(F)C1=NC=CC(=C1)C(=O)CBr	EN300-213695
COC1=NC=C(C=C1)C(=O)CBr	EN300-213968
CN1C(=O)CC2=C1C=CC(=C2)C(=O)CBr	EN300-218709
COC1=NC(=CC=C1)C(=O)CBr	EN300-217975
ClC1=C(N=CC(=C1)C(=O)CBr)Cl	EN300-217620
COC(=O)CCC(=O)CBr	EN300-114360
CC(C)(C)OC(=O)CC(NC(=O)OC(C)(C)C)C(=O)CCl	EN300-206941
CC(=O)C(Cl)C(=O)OC(C)(C)C	EN300-207982
CC1=C(C=CC=N1)C(=O)CBr	EN300-226196
CC(=O)C1(Cl)CC1	EN300-140903
CCOC(=O)NC(CC1=CC=CC=C1)C(=O)CBr	EN300-226905
CC1=C(C=CC=N1)C(=O)CBr	EN300-226546
CC(C)(CC(=O)CCl)C1CC1	EN300-226218
BrCC(=O)C1CC[S](=O)(=O)C1	EN300-226314
CC(Br)C(=O)C1CCOCC1	EN300-211020
CC(Br)C(=O)C1CCC1	EN300-211021
FC(F)(F)CC(=O)CCl	EN300-219204
CC1=CC(=C(C)[N]1C2=CC=C(C=C2)Cl)C(=O)CCl	EN300-08106
CC(Br)C(=O)C1CCCCC1	EN300-224465
ClC(C(=O)NC1=CN=CC=C1)C(=O)C2=CC=CC=C2	EN300-10493
BrCC(=O)CCC1CCCCO1	EN300-243234
CCOC1=C(C=CC=C1)C(=O)CBr	EN300-22157
CC1=CC(=C(C)[N]1C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)CCl	EN300-10377
CC1=CC(=C(C)[N]1CCC2=CC=C(C=C2)F)C(=O)CCl	EN300-08264
CC1=CC(=C(C)[N]1C2=CC(=CC=C2)Br)C(=O)CCl	EN300-10153
ClC1=C(C=C(C=C1)C(=O)CBr)Cl	EN300-20756
ClC1=C(C=CC=C1)C(=O)CBr	EN300-20758
CCCC1=CC=C(C=C1)C(=O)C(C)Cl	EN300-05605
FC(F)(F)C(=O)NC1(CCCCC1)C(=O)CBr	EN300-227403
CC(C)C1=CC(=C(C=C1)C(=O)C(C)Cl)C(C)C	EN300-05761
CN1C(=C(C#N)C(=O)CCl)NC2=C1C=CC=C2	EN300-06107
CC1=CC(=C(C)[N]1NC(=O)C2=CC=CC=C2)C(=O)CCl	EN300-10754
CCC1=CC=C(S1)C(=O)CCl	EN300-13195
CC(C)[N]1C(=CC(=C1C)C(=O)CCl)C	EN300-10968
CC(C)CCC(=O)CCl	EN300-106059
COC1=CC2=C(C=C1)C=C(C=C2)C(=O)CBr	EN300-01889
BrCC(=O)C1=NC=CN=C1	EN300-201385
FC1=C(C=CN=C1)C(=O)CBr	EN300-243698
ClCC(=O)COC1=CC=C(C=C1)Cl	EN300-217543
FC(F)(F)C1=C(C=CC=N1)C(=O)CBr	EN300-217763
CC1=CC(=C(C)[N]1C2=NC=CC=C2)C(=O)CCl	EN300-21816
C[N]1N=NC=C1C(=O)CCl	EN300-204936
ClC1=C(C=CN=C1)C(=O)CBr	EN300-206327
COC1=C(C=CC=N1)C(=O)CBr	EN300-206418
CC1=CC(=C(C=C1)C(=O)CCl)C	EN300-22190
BrCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2	EN300-20766
BrCC(=O)C1CCCC2=C1C=CC=C2	EN300-193052
CC(C)(C(=O)CBr)C1=CC=CC=C1	EN300-193158
BrCC(=O)CC1=CC=CC=C1	EN300-193391
BrCC(=O)C1=CC(=CC=C1)Br	EN300-21437
CC(=O)C(Br)CC1=C(C=C(C=C1)F)F	EN300-182414
CC(=O)C(Br)CC1=C(C=C(C=C1)Cl)F	EN300-182714
CC1=CC(=C(C)[N]1CCC2=CCCCC2)C(=O)CCl	EN300-18484
COC(=O)CCC(=O)CCl	EN300-187344
COC(=O)C1=CC=C(O1)C(=O)CCl	EN300-245083
BrCC(=O)COC1=CC=CC=C1	EN300-111135
CC1=NOC(=C1C(=O)CCl)C	EN300-153281
CC1=CSC(=N1)C(C#N)C(=O)CCl	EN300-12945
CCC(=O)C(C)Cl	EN300-119398
CC(C)(C)C(=O)NC1=CC=C(C=C1)C(=O)CCl	EN300-11522
ClCC(=O)CCC=C	EN300-120806
CC1=CC(=C(C)[N]1C2=CC(=C(C=C2)C)C)C(=O)CCl	EN300-08109
CC1=CC(=C(C)[N]1C2=CC=C(C=C2)OC(F)F)C(=O)CCl	EN300-08221
ClCC(=O)C1CC1	EN300-142197
OC1=CC=C(C=C1)C(=O)CCl	EN300-14665
BrCC(=O)C1=CN=CC=C1	EN300-81401
FC1=C(C=C(C=C1)C(=O)CBr)Cl	EN300-81407
FC(F)(Br)C(=O)C1=COCC1	EN300-75433
CC(C)C1=CC=C(C=C1)C(=O)CBr	EN300-67199
BrCC(=O)C1=CC(=CC=C1)C#N	EN300-68614
CC(=O)C(Br)C1=C(C=CC=C1)Br	EN300-20944623
CC(C)OC1=CC=C(C=C1)C(=O)CBr	EN300-61619
COC1=C(C=C(C(=C1)Cl)C(=O)CBr)OC	EN300-73327
CCC(C)C(=O)CBr	EN300-249770
COC(=O)C1=CC=C(O1)C(=O)CBr	EN300-244788
CC1=CC(=C(C)[N]1C2=NC=C(C=C2)F)C(=O)CCl	EN300-245753
CC1=CC(=C(C)[N]1C2=C(C=CC=C2)C)C(=O)CCl	EN300-43729
C[Si](C)(C)C#CC(=O)CBr	EN300-246860
CC(C)[N]1C=CN=C1C(=O)CCl	EN300-246949
ClCC(=O)C(=C2NC1=C(C=CC(=C1)Cl)S2)C#N	EN300-29883
ClCC(=O)C1=CC=C(C=C1)NC(=O)C2=CC=CO2	EN300-23530
BrCC(=O)CC1CCCO1	EN300-248315
ClC(C(=O)C1=CC=CC=C1)C2=CC=CC=C2	EN300-20542
BrCC(=O)C1=NC=CC=C1	EN300-205579
BrCC(=O)CCC1=CC=CC=C1	EN300-250222
CCOC(=O)CC(=O)C(C)Br	EN300-249165
ClC1=CC=C(C=C1)OCC(=O)CBr	EN300-111136
ClCC(=O)C(C#N)C1=NC(=CS1)C2=CC=CS2	EN300-12459
FC1=CC(=C(C=C1)CC(=O)CCl)F	EN300-5110571
CC(Br)C(=O)C1=CC=CO1	EN300-196189
CC1=C(C=C(C(=C1)C(=O)CCl)F)F	EN300-99312
ClCC(=O)C1=CC=C(C=C1)N2CCOC2=O	EN300-84168
BrC2CC1=C(C=C(C=C1)Br)C2=O	EN300-248099
CC(=O)C1(Br)CC1	EN300-250249
C[N]1N=CC=C1C(=O)CBr	EN300-2904955
FC1=CC=C(C=C1)[N]2C=C(N=N2)C(=O)CCl	EN300-95957
FC1=CC(=C(C=C1)CC(=O)CBr)F	EN300-5110572
FC2=C1CC(C(C1=CC(=C2)Br)=O)Br	EN300-253263
CC1(C)CCCC(Cl)C1=O	EN300-254255
CC(=O)C(Br)C1=CC=CC=C1	EN300-251332
ClCC(=O)CC1=CC=C(C=C1)C#N	EN300-253693
CC(Br)C(=O)C1=CC(=CC=C1)F	EN300-141674
C[N]1C=CN=C1C(=O)CCl	EN300-107302
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)[C@H]2Br	EN300-255005
CC1(C)CCC(Cl)C1=O	EN300-254388
CC1=NON=C1C(=O)CCl	EN300-246697
CCC(C)(C)C(=O)CCl	EN300-254657
ClCC(=O)CCC1=CC=CC=C1	EN300-250198
ClC(C(=O)C1CC1)C2=CC=CC=C2	EN300-257096
ClCC(=O)CC1=CC=C(C=C1)Cl	EN300-115638
ClCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2	EN300-208809
ClC1=CC=C(C=C1)CC(=O)CBr	EN300-258427
CC1(Cl)CCCCCC1=O	EN300-257908
CCC(=O)C(Br)CC1=C(C=C(C=C1)Cl)C(F)(F)F	EN300-263284
CC[N]1N=CC(=N1)C(=O)CCl	EN300-226484
ClCC(=O)C1=CSC(=N1)N2CCCCC2	EN300-11087
FC(F)(F)C(=O)C(Br)C1=CC=CC=C1	EN300-255999
FC(F)(F)C(=O)CBr	EN300-20482
CC(Cl)C(=O)C	EN300-16462
COC1=C(C=CC=C1)C(=O)CBr	EN300-18603
CC(C)(C)OC(=O)CC(=O)CCl	EN300-265938
CC(C)OC1=CC2=C(C=C1)[NH]C=C2C(=O)CCl	EN300-295910
BrCC(=O)COC1=CC=C(C=C1)Br	EN300-300417
ClCC(=O)C=C	EN300-300877
FC(F)(F)C(=O)N1CCC(CC1)C(=O)CBr	EN300-298878
FC1=CC=C(C=C1)OCC(=O)CBr	EN300-300415
ClCC(=O)C1=C[NH]C2=C1C=CC=N2	EN300-58244
ClCC(=O)C1=CC=NS1	EN300-261783
FC1=CC2=C(C=C1)[NH]C=C2C(=O)CCl	EN300-312627
ClCC(=O)C1=COC=C1	EN300-303348
CCOC(=O)CC(=O)C(F)(F)Br	EN300-313110
CC(C)(C)O\C=C\C(=O)CCl	EN300-307705
[O-][N+](=O)C1=CC(=C(C=C1)C(=O)CCl)F	EN300-314561
FC(F)(F)C1CCCC(C1)C(=O)CCl	EN300-321950
FC(F)(F)C(=O)NCCC(=O)CBr	EN300-322150
BrCC(=O)C1(CC1)NC(=O)OCC2=CC=CC=C2	EN300-317658
COC1=C(C=C(C(=C1)Cl)C(=O)CCl)Cl	EN300-138120
ClCC(=O)C1CCCCCC1	EN300-331978
COC(=O)C1=CC=C(S1)C(=O)CBr	EN300-80316
BrCC(=O)C1=CC(=NO1)C2=CC=CC=C2	EN300-23973
CC1(C)CC(=O)C(Br)C(=O)N1	EN300-318308
COC1=CC=C(C=C1)C(=O)CBr	EN300-21406
COC(=O)C1=CC(=C(C)[NH]1)C(=O)CCl	EN300-342451
FC1=C(C=CC=C1)C(=O)CCl	EN300-128615
CCCCC(=O)CCl	EN300-133416
CC(=O)C1(Cl)CCOC1=O	EN300-140904
ClC1=CC=C(C=C1)OC2=CC=C(C=C2)C(=O)CBr	EN300-342501
CC1(C)CC(=O)C(Br)C(C)(C)C1	EN300-345458
CC(Br)C(=O)C(C)(C)C	EN300-345925
CC(=O)C(Br)C(C)(C)C	EN300-208548
CCC(Br)C(=O)C	EN300-366009
FC(F)(Cl)C(=O)CC1OCCO1	EN300-344727
CC1CC(=O)C(Br)C(C)(C)C1	EN300-370690
CC(=O)C(Br)CC1=CC=CC=C1	EN300-349423
OC1=C(C=CC(=C1F)F)C(=O)CBr	EN300-152419
FC(F)(F)OC1=CC(=C(C=C1)C(=O)CCl)C(F)(F)F	EN300-365143
BrCC(=O)C1=CC(=NO1)Br	EN300-260271
CC(C)(C)C(=O)CCl	EN300-20185
CCC(C)(C)C(=O)C(C)Br	EN300-366273
CCOC(=O)CC(=O)CCl	EN300-19399
COC(=O)CC(=O)CCl	EN300-19679
ClCC(=O)C1COCCO1	EN300-6238494
BrCC(=O)C1=CC=C(C=C1)Br	EN300-18264
ClC1CCCCC1=O	EN300-18889
COC(=O)CCCC(=O)C(C)Cl	EN300-399284
CC1CC1C(=O)CCl	EN300-396735
CC(=O)NC1=CC=C(C=C1)C(=O)CCl	EN300-05225
FC1=CC(=CC=C1)C(=O)CBr	EN300-14918
CCOC(=O)C(=O)CBr	EN300-20603
CC1=CC(=N[N]1C)C(=O)CCl	EN300-1710003
CNC(=O)C(Cl)C(=O)C	EN300-20255
NC(=O)C1=C(C=CC(=C1)C(=O)CBr)O	EN300-16612
BrCC(=O)C1=CC2=C(C=C1)OCCCO2	EN300-14100
ClCC(=O)C1=CC2=C(C=C1)NC(=O)C2	EN300-12249
FC1=C(C=CC=C1)C(=O)CBr	EN300-01886
ClC1=CC(=C(C=C1)Cl)C(=O)CBr	EN300-01890
COC1=C(C(=CC(=C1)C(=O)CBr)OC)OC	EN300-02051
BrCC(=O)C1=CC=C(Br)S1	EN300-02052
CCOCC(=O)CCl	EN300-153280
BrC1C2CCC(CC1=O)[S]2(=O)=O	EN300-624117
BrCC(=O)C1=CC=CNC1=O	EN300-717424
COC(=O)CCC(=O)C(C)Cl	EN300-697472
ClCC(=O)C1=C(C=CS1)Cl	EN300-729561
CC1=CC2=C(C=C1)OC(=C2)C(=O)CBr	EN300-706185
ClCC(=O)C(C#N)C2=NC1=C(C=CC=C1)C(=O)N2	EN300-51237
CC(=O)C(F)(F)Br	EN300-686996
CC(Cl)C(=O)C1CCOCC1	EN300-702504
COC(=O)C1=NC(=CC=C1)C(=O)C(C)Cl	EN300-747075
COC(=O)C1=NC(=CC=C1)C(=O)CCl	EN300-747077
ClCC(=O)CCCC1=CC=CC=C1	EN300-749583
ClCC(=O)C1=C(C(=CS1)Br)Br	EN300-2941899
CC(C1CC1)C(=O)CBr	EN300-1073217
ClCC(=O)C1=C(C=CC=C1)Cl	EN300-107150
ClCC(=O)C1=CN=CC=C1	EN300-248031
ClCC(=O)C1CCCCO1	EN300-1071020
ClCC(=O)C1=CC=NC=C1	EN300-1071954
ClCC(=O)C=C(Cl)Cl	EN300-100336
CC(C)(F)C(=O)CCl	EN300-174428
ClC1=CC(=C(C=C1)CC(=O)CBr)Cl	EN300-3379441
BrCC(=O)C1=CSC=C1	EN300-97202
ClCC(=O)C1=CSN=C1	EN300-261782
ClCC(=O)C1CCCO1	EN300-187814
C[S](=O)(=O)C1=CC=C(C=C1)C(=O)CCl	EN300-1083996
CC(C)(C)C1=NC(=CS1)C(=O)CBr	EN300-1082150
CCOC(=O)C(Cl)C(=O)C1CC1	EN300-154460
FC(F)(F)C1=C(C=CC=C1)CC(=O)CCl	EN300-4331810
COC1=C(C=C(C(=C1)F)F)C(=O)CBr	EN300-8936002
CC1=NC(=C(S1)C(=O)CBr)C	EN300-749243
FCC12CCC(CO1)(C(=O)CBr)C2	EN300-27143697
CC(Br)C(=O)C1CCCOC1	EN300-5505698
C[C@@H](NC(=O)OC(C)(C)C)C(=O)CCl	EN300-1696033
CC(Br)C(=O)C(F)(F)F	EN300-141009
[O-][N+](=O)C1=CC=C(O1)C(=O)CCl	EN300-1268482
CC1=C(SC=C1)C(=O)CCl	EN300-1258965
COC(=O)C1=CC(=CC(=C1)Br)C(=O)CBr	EN300-37085054
ClC1=CC=C(C=C1)C(=O)CBr	EN300-20904
CC1=CC(=C(C)S1)C(=O)CCl	EN300-13278
CCN(CC)[S](=O)(=O)C1=CC=C(C=C1)C(=O)CBr	EN300-12148
CCC[N]1C(=CC(=C1C)C(=O)CCl)C	EN300-06974
CC(Cl)C(=O)C1=CC=C(C=C1)NC(=O)C	EN300-11363
ClCC(=O)CC1=C(C=CC=C1)Br	EN300-133220
CC1=CC(=C(C)[N]1CC3COC2=C(C=CC=C2)O3)C(=O)CCl	EN300-08741
ClCC(=O)C1=CC2=C(C=C1)NC(=O)O2	EN300-12541
CC(=O)NCC1=CC=C(C=C1)C(=O)CCl	EN300-12303
CCOC(=O)C(Cl)C(=O)CC(C)C	EN300-102848
CC(Cl)C(=O)C1=CC=C(CNC(=O)C)O1	EN300-23703
C[S](=O)(=O)C1=C(C=CC(=C1)C(=O)CBr)F	EN300-19368546
CC(Cl)C(=O)C1=CC=C(C=C1)C(C)(C)C	EN300-05971
CN1C=CC(=C(C#N)C(=O)CCl)C=C1	EN300-30529
CC(Cl)C(=O)C(=C2NC1=C(C=CC=C1)N2)C#N	EN300-08468
CC1=CC(=C(C)[N]1OCC2=CC=CC=C2)C(=O)CCl	EN300-11168
ClCC(=O)CC1=CC=CC=C1	EN300-23737
COC1=CC=C(C=C1)C(=O)CCl	EN300-07125
CC2CC1=C(C=CC(=C1)C(=O)CCl)N2[S](=O)(=O)C	EN300-12685
CC1=CC(=C(C)[N]1C2=NC=CS2)C(=O)CCl	EN300-09375
BrCC(=O)C2=CC1=C(C=CC=C1)O2	EN300-01885
CC[N]1C(=C(C(=O)CCl)C2=C1C=CC=C2)C3=CC=CC=C3	EN300-08222
BrCC(=O)C1CCCCC1	EN300-25739
COC1=CC=C(C=C1)C(=O)C(C)Br	EN300-50563
CCOC(=O)C1=C(C(=C([NH]1)C)C(=O)CCl)C	EN300-26313
COC1=CC=C(C=C1)CC[N]2C(=CC(=C2C)C(=O)CCl)C	EN300-08262
CC1=C(C(=C(C(=C1)C)C)C(=O)CCl)C	EN300-09470
CCC(Br)C(=O)C1=CC=CC=C1	EN300-21953
CCCC1=CC=C(C=C1)C(=O)CCl	EN300-01980
BrCC(=O)C1=CC=C(C=C1)[S](=O)(=O)N2CCCCCC2	EN300-08979
C[S](=O)(=O)NCCC1=CC=C(C=C1)C(=O)CCl	EN300-23500
FC1=C(C(=CC=C1)Br)C(=O)CBr	EN300-3038065
CC(=O)NCCC1=CC=C(C=C1)C(=O)CCl	EN300-12063
CC(Br)C(=O)C1=C(C=C(C=C1F)F)F	EN300-68560
CC1=CC(=C(C)S1)C(=O)CBr	EN300-67342
CC1=CC(=C(C)[N]1CC2=CC=CS2)C(=O)CCl	EN300-05084
CC1=CC(=C(C)[N]1C2=CC(=C(C=C2)OC(F)F)Cl)C(=O)CCl	EN300-10488
CN(CC1=CC=C(C=C1)C(=O)CCl)C(=O)C	EN300-12302
CC(C)[N]1N=CN=C1C(=O)CBr	EN300-5223782
ClCC(=O)C1=C([NH]C2=C1C=CC=C2)C3=CC=CC=C3	EN300-10573
CNC(=O)C1=CC(=C[N]1C)C(=O)CCl	EN300-35593
ClCC(=O)C1=C[NH]C2=C1C=CC=C2Br	EN300-5119333
ClCC(=O)C1=C[NH]C2=C1C=C(C=C2)Br	EN300-3526656
COC(=O)[C@H]1CC[C@@H](CC1)C(=O)CBr	EN300-21682745
ClCC(=O)COC1CC1	EN300-3683912
CCC12CC(C1)(C(=O)CBr)CO2	EN300-26674278
CC(C)(C)OC(=O)N1CCC(C1)C(=O)CBr	EN300-1588125
COC(=O)CCC[N]1C(=CC(=C1C)C(=O)CCl)C	EN300-09762
[O-][N+](=O)C1=C(C=CC(=C1)C(=O)CBr)Cl	EN300-26952
OC1=C(C=C(C(=C1)F)F)C(=O)CCl	EN300-20931801
FC1=CC(=C(C(=C1)F)C(=O)CBr)Br	EN300-26529489
CC(C)(C)OC(=O)NCC(=O)CCl	EN300-885029
FC1=CC=C(C=C1)C2=NOC(=C2)C(=O)CBr	EN300-1660953
FC(F)(F)C(=O)NC1(CC1)C(=O)CBr	EN300-1428715
COC1=C(C=C(C=C1)C(=O)CBr)O	EN300-1663520
FC1(F)CCC(CC1)C(=O)CCl	EN300-180650
CC(=O)C(F)(F)Cl	EN300-187885
CCOC(=O)CC(=O)C(F)(F)Cl	EN300-206322
CC(C)(C)OC(=O)N1CCC[C@@H](C1)C(=O)CBr	EN300-7228095
CC12CC(C1)(C(=O)CBr)OC2	EN300-27702206
ClCC(=O)C1=COC=N1	EN300-1693691
BrC1CCCCCC1=O	EN300-1258178
BrCC(=O)C1=C(C=NC=C1)Br	EN300-1695901
BrC2CCOC1=C(C=C(C=C1)Br)C2=O	EN300-250197
BrC1COCCC1=O	EN300-99707
COC(=O)C[N]1C(=CC(=C1C)C(=O)CCl)C	EN300-102575
CC(Cl)C(=O)CCC1=CC=CC=C1	EN300-1655832
BrCC(=O)C1=CC=NC=C1	EN300-1605429
C[N]1C=C(C(=O)CCl)C2=C1C=CC=C2	EN300-1709160
FC1(F)CCCCC(Br)C1=O	EN300-1268444
FC1=NC=CC(=C1)C(=O)CBr	EN300-6480735
BrCC(=O)C1=CC=CS1	EN300-20765
ClCC(=O)C1=CN=CN=C1	EN300-1720498
ClCC(=O)C1=CN=CO1	EN300-1703144
BrC1CCCCCCC1=O	EN300-1703221
FC(Br)C(=O)C1=CC=C(C=C1)Br	EN300-1666730
ClCC(=O)C2=CC1=C(C=CC=C1)[NH]2	EN300-1718375
CC1=C(OC=C1)C(=O)CCl	EN300-1703363
ClCC(=O)C1=CN=C2N=CC=C[N]12	EN300-1703227
ClCC(=O)C2=CC1=C(C=CC(=C1)Br)[NH]2	EN300-1700440
CC1=CC=C(S1)C(=O)CBr	EN300-1262844
ClCC(=O)C1=CSC2=C1C=CC=C2	EN300-1602200
ClCC(=O)C1=CSN=N1	EN300-1703593
ClCC(=O)C1=CC=C(Cl)O1	EN300-1703777
CC1=NOC=C1C(=O)CCl	EN300-1703781
BrCC(=O)C1=CC=C(C=C1)N2CCCC2=O	EN300-14466
CC1=C(OC(=C1)Br)C(=O)CCl	EN300-1700425
CC1=C(C=CC=C1)C(=O)C(F)Br	EN300-1700770
BrCC(=O)C2=CC1=C(C=CC=C1)S2	EN300-1702994
CC1=C(SN=N1)C(=O)CCl	EN300-1703326
BrCC(=O)C1=CN=C2C=CC=C[N]12	EN300-1703382
CC1=C(OC=N1)C(=O)CCl	EN300-1703395
CC1=CC(=NO1)C(=O)CCl	EN300-1703402
CC1=C(C=CO1)C(=O)CCl	EN300-1704814
BrCC(=O)C1=CC2=C(C=C1)OCO2	EN300-08973
COC(=O)CCCCC(=O)CBr	EN300-23022274
FC(Br)C(=O)C1=CC=C(C=C1)Cl	EN300-1706073
CC1=C(SC=N1)C(=O)CCl	EN300-1704827
BrCC(=O)C1=NOC=C1	EN300-1708798
CC1=CC=C(C(=O)CCl)[N]1C	EN300-7775637
CC(C)(C)OC(=O)N1CC(Br)C(=O)C1(C)C	EN300-1706092
ClCC(=O)C2=CC1=C(C=CC(=C1)Cl)[NH]2	EN300-1700439
CSC1=CC=C(C=C1)C(=O)CCl	EN300-10883
CC1(C)C(C(=O)CCl)C1(C)C	EN300-321952
OC1=C(C=C(C=C1)C(=O)CCl)O	EN300-17297
ClCC(=O)C1=CC=C(C=C1)Cl	EN300-20349
CCCCCCC(=O)CBr	EN300-160512
COC1=C(C=C(C(=C1)Br)C(=O)CBr)OC	EN300-170062
FC(F)C(=O)CBr	EN300-201429
BrCC(=O)CCCN2C(=O)C1=C(C=CC=C1)C2=O	EN300-26489669
FC1=CC(=C(C=C1)CC(=O)CCl)Br	EN300-20937347
FC1=CC(=C(C=C1)CC(=O)CCl)Cl	EN300-5073826
FC1=C(C(=CC=C1)CC(=O)CCl)F	EN300-5110570
ClC2=C1C=CC=CC1=C(C=C2)C(=O)CBr	EN300-5018351
ClCC(=O)C2CC1CC1C2	EN300-2928506
COC(=O)C1=CC=C(C=C1)C(=O)CCl	EN300-1968640
CC1=CC(=C(C)O1)C(=O)CCl	EN300-1966520
CC1OCCC1C(=O)CCl	EN300-1966654
CC(F)(F)C(=O)CCl	EN300-1937602
ClCC(=O)C1CCC=CC1	EN300-1965474
ClCC(=O)C1=NC=C(C=C1)Cl	EN300-1965890
ClCC(=O)CC1CC1	EN300-1981344
CC1=C(N=CC=C1)C(=O)CCl	EN300-1981611
C[S](=O)(=O)CCC(=O)CCl	EN300-1988306
CC(C)OCC(=O)CCl	EN300-1984108
ClCC(=O)CC1CCCCC1	EN300-1984959
COC1=C(C=CC(=N1)Cl)C(=O)CCl	EN300-1993881
COC(=O)C(Cl)C(=O)C	EN300-48598
FC1=C(C=CC(=C1)C(=O)CBr)C#N	EN300-2007928
CC[N]1C=C(C=N1)C(=O)CBr	EN300-1700679
ClCC(=O)C1=NC(=CC=C1)Cl	EN300-1986347
ClCC(=O)C1=CN=C(Cl)S1	EN300-1722190
CC1=N[N](C(=C1)C(=O)CBr)C	EN300-1725682
FC1(F)CC(C1)C(=O)CCl	EN300-1930253
ClCC(=O)C1=CC(=CS1)Br	EN300-1911452
CCCCC(=O)CBr	EN300-142534
CC(C)(C)OC(=O)N1CC2(CC1C2)C(=O)CBr	EN300-37293811
FC1=CC=C(C=C1)C(=O)CBr	EN300-21388
BrCC(=O)C1=C(C=CS1)Br	EN300-42668
FC2(F)CCC1(CC1C(=O)CCl)CC2	EN300-27102551
ClCC(=O)[C@@H]1C[C@H]1C2=CSC(=C2)Br	EN300-27103452
BrCC(=O)C2CC1=C(C=CC=C1)C2	EN300-3097614
CC(C)(C)OC(=O)NC(CC(F)(F)F)C(=O)CBr	EN300-2392216
COC(=O)C(=O)CBr	EN300-60950
CCOC(=O)C(Cl)C(=O)C(C)C	EN300-117610
FC1(F)CC(C1)C(=O)CBr	EN300-6299803
ClC1=C(C=C(C=C1)Br)C(=O)CBr	EN300-3005958
BrCC(=O)C12CCC(CC1)C2	EN300-5480932
ClCC(=O)C1=CC=C(Br)O1	EN300-1913447
CC(C)(C#N)C(=O)CCl	EN300-27103623
CC(C)(C)OC(=O)N[C@H](C(=O)CBr)C(C)(C)C	EN300-7202151
ClCC(=O)C1=CC(=C(C=C1)Br)Cl	EN300-1915301
FC1=C(C(=CC(=C1)C(=O)CCl)F)F	EN300-1985906
FC1=C(C=C(C(=C1)F)C(=O)CCl)F	EN300-1964477
ClCC(=O)C1=CN=C(C=C1)Br	EN300-1895478
ClCC(=O)C1=NC=C(C=C1)Br	EN300-1896503
ClCC(=O)C1(CC1)C2=CC=C(C=C2)Br	EN300-1912757
CC(C)(C)OC(=O)N[C@@H](COCC1=CC=CC=C1)C(=O)CBr	EN300-7181531
FC(F)(F)C1=CN=C(C=C1)C(=O)CCl	EN300-1932296
CCOC(=O)C1CCC(=O)C(Br)C1	EN300-1724118
ClCC(=O)C1=CC2=C(C=C1)[NH]C=C2	EN300-1964710
CC(F)(F)C(=O)CBr	EN300-7227839
C[N]1N=C(C(=O)CBr)C2=C1C=CC=C2	EN300-1709693
ClCC(=O)C1=CSC(=C1)Br	EN300-1911644
CC1=CC=C(C=C1)CC(=O)CCl	EN300-2642602
