SMILES	STRID
CNCCC1=CC(=C(C=C1)O)Br	EN300-7427196
CC(F)(F)CC(N)CO	EN300-7427292
COC(=O)C1=NC=C(C(=C1)C)CO	EN300-6743403
NCCC1=C[NH]C2=C1C=CC=C2O	EN300-6746382
CC(O)(CN)C1CCCCC1	EN300-6763352
OCC2CNCC1(CCC1)O2	EN300-6763354
CC(C)(C)OC(=O)[C@H]1C[C@@](O)(C1)C2CCNCC2	EN300-6763392
CC(C)(C)OC(=O)[C@H]1C[C@@](O)(C1)C2CCNCC2	EN300-6763393
NC1=C(C=CC2=C1C(=O)CC2)O	EN300-6763406
O[C@@]1(C[C@H]2C[C@@H]1CC2=O)C(F)(F)F	EN300-6759594
C[N]3C=C2OC1(CCNCC1)CC(O)C2=N3	EN300-6504246
OC(C#N)C(F)(F)C1=CC=CC=C1	EN300-6505124
CC1(C)N[S](=O)(=O)C2=C1C=C(C=C2)O	EN300-6758789
NCCC2(O)CC1=C(C=CC=C1)C2	EN300-7432073
CN(C)C1=C(N=NC=C1)CCO	EN300-7432171
OCCNC(=O)N1CCCC1	EN300-6234270
COC(=O)C(C)(O)CC(C)C	EN300-6247615
NC2=C1C=C(C=CC1=C(C=C2)C#N)O	EN300-6494926
CC(C)(C)OC(=O)NC[C@@H]1CNC[C@H]1O	EN300-6767004
C[C@H](O)CNC1CC1	EN300-1233447
CC(C)C(O)[S](=O)(=O)O	EN300-1234391
CC(C)(C)C1=NOC(=C1)CO	EN300-1251928
NCC1(O)CCC2=C1C=C(C=C2)F	EN300-1265256
CC2=NC1=C(C=CC=C1O)C(=O)N2CC3=CC=CC=C3	EN300-6732338
OC1=C(C=CC=C1)CC2CCNCC2	EN300-6733562
OC1(CCCC1)C2=CC(=CC=C2)Cl	EN300-6764451
OCCNC1=CC(=CC(=C1)Cl)Cl	EN300-1258076
CC(C)(C)OC(=O)N1CC(CN)(CCO)C1	EN300-1604618
OC\C=C\CCl	EN300-1663076
OC2=C1C(CCOC1=CC=C2)=O	EN300-1666802
OCC1OCCCO1	EN300-2531389
CC(C)C(=O)NC1=C(C=CC=C1)O	EN300-7434679
CC1(C)NCC1CO	EN300-37346907
C[S](=O)(=O)C1=CC2=C(N=C1)N=C(O)C=C2	EN300-37353879
CC1(C)C(N)C(C)(C)C1O	EN300-6748676
COC[C@H](O)CF	EN300-6748738
COC[C@@H](O)CF	EN300-6748739
OC1CC2CC1CNC2	EN300-6748905
OCC1=NC=C(C=C1)OC(F)(F)C(F)(F)F	EN300-6749016
C[C@]12C[C@@]1(CO)CNC2	EN300-6763531
OCC(CC(F)(F)F)C1=CC=CC=C1	EN300-1223237
OC(CN1CCNCC1)C(F)(F)F	EN300-1264926
CC1(C)CCC(O)CN1	EN300-6760206
COC(=O)C1=C(C(=NO1)O)Br	EN300-6783792
OC1CCC[N]2C(=NC=C12)Br	EN300-6817804
COC1(CC(O)C1)C(F)(F)F	EN300-6832992
C[C@@H](O)C1=C(C=CN=C1)Cl	EN300-7007761
C[C@@H](O)CC#N	EN300-7056814
C[C@H](O)[C@H]1CCCO1	EN300-7201902
OCC1=NC=CC(=C1)O	EN300-7243012
NCCC1(O)CCC2=C1C=CC=C2	EN300-7432263
OC(C1=CC=CC=C1)C2=C(C=CC=C2)F	EN300-7432544
CC(C)(C)OC(=O)NCC1(CO)CC[S](=N)(=O)CC1	EN300-6486637
COC2=C1C(=CSC1=CC=C2)O	EN300-6732421
OCC1CCCC2CC12	EN300-6494300
C[N]1N=CC=C1O	EN300-6739264
NC1=C(C=NC(=N1)C2=COC=C2)CO	EN300-6746853
N[C@@H]1[C@@H](CO)[C@H]2CCCC[C@@H]12	EN300-6764794
CC(O)C1CN(C)CCO1	EN300-5109412
CC1(CO)CC(=O)C1	EN300-6214298
NC1=NC(N(C=C1)[C@@H]2O[C@@H]3CO[C@H]2[C@@H]3O)=O	EN300-6744223
COC(=O)[C@@H]1CC[C@H](CO)C1	EN300-6745490
OC[C@@H](N[S](=O)(=O)C1=CC=C(Cl)S1)C(C(F)(F)F)C(F)(F)F	EN300-6745868
OC1(CNC1)C2=C(N=CC=C2)F	EN300-6759807
CC(C)N[S](=O)(=O)C1=CC=C(C=C1)O	EN300-6754343
OCC1=NC=C[NH]1	EN300-6758712
OC1CCC[N]2C(=CN=C12)Br	EN300-6758724
CCOC(=O)[C@H]1C[C@@](O)(CN)C1	EN300-7356369
NC[C@H](O)C1=C(C=C(C=C1)F)F	EN300-7356387
COC1=CC2=C(C=C1)CCC2(O)CN	EN300-7356635
NC(=O)\C=C\C1=CC=C(CO)O1	EN300-7356636
COC(=O)[C@H]1C[C@@H]1CO	EN300-7327830
COC1=C(C=CC=C1)NCC(O)COC3=C2C=CC=CC2=CC=C3	EN300-7355300
OC1(CCCC1)C2=NC=C(C=C2)Br	EN300-7356771
C[C@@H](O)[C@H](N)C(=O)OC(C)(C)C	EN300-7359504
OCC1CNC1	EN300-7370063
C[C@@H](N)[C@@H]1CCC[C@@H]1O	EN300-7354376
OC2=C(CC1=CC=CC=C1)C(=O)OC3=C2C=CC=C3	EN300-7354472
CC(O)(CN)C1CCC1	EN300-7354526
CC(C)(C)OC(=O)N1CC(C1)C(F)CO	EN300-6766364
CO[C@H]1CNC[C@H](O)C1	EN300-6766387
CC(N)C1(O)CCNCC1	EN300-6766410
OCC1=CC2=C(C=C1)CCCN2	EN300-754629
CC1(C)CCC(C)(C)C2=C1C=CC(=C2)O	EN300-755248
CC(C)(C)OC(=O)N1CC(O)(C1)C2=C(N=CC=C2)F	EN300-6759930
OC1CC2(C1)CC(=O)N2	EN300-37410632
OCC1=CC(=CC=C1)C2=NC=C(C=C2)C#N	EN300-6759578
OCC2=C1CCNC1=CC=C2	EN300-2155569
O[C@H]1CCN(C1)C2=NC=CC=C2	EN300-2483359
CN[S](=O)(=O)CCO	EN300-2485428
C[N]1C(=NC=C1[N+](=O)[O-])CO	EN300-2914414
CNC1=CC(=CC=C1)C(O)C2=CC=CC=C2	EN300-7356788
NC[C@]1(F)C[C@@H](CO)C1	EN300-7356803
OC1CCCCNC1	EN300-7407938
COC(=O)C2CC1=C(C=CC=C1C2N)O	EN300-7425924
CC(C)(C)OC(=O)N[C@@H]1C[C@H](CN)C[C@H]1O	EN300-7426237
NCC(CCO)C1=CC=NC=C1	EN300-7433038
CC1(C)CC(CO)CCN1	EN300-7433073
NC[C@]12CNC[C@H]1CC(CO)C2	EN300-7433086
O[C@H](CF)C1=CC(=CC=C1)F	EN300-6785534
CCC1=NC(=C(Br)S1)CO	EN300-6963372
CC(C)(C)OC(=O)N1CCC(CO)C(N)C1	EN300-6963856
NC1=C(N=CN=C1)CO	EN300-6985772
COC(=O)C1=CC(=NC=C1)O	EN300-6762689
OCC1=CC=C(C=C1)OC(=O)C=C	EN300-6764090
NC2=NC1=C(C=CC=C1O)O2	EN300-6764111
CC(C)(C)OC(=O)[N]1C=CC2=C1C(=CC=C2)O	EN300-6764399
CC(=O)OC1CCC(O)CC1	EN300-6771737
OC2=C1N=CC=CC1=CN=C2	EN300-6774668
COC(=O)C1=N[NH]C(=C1Br)O	EN300-6827562
CC1=NC(=C(C=C1)Br)CCO	EN300-6842067
CC1CC(=NO1)CO	EN300-7063735
OC1=NOC(=C1)C2=CC=C(C=C2)Cl	EN300-7354626
CN2CC1=C(C=C(C=C1)O)C2=O	EN300-7354727
CC(=CCC\C(=C\CC\C(=C\CO)C)C)C	EN300-1692687
CC(C)(C)OC(=O)N2CCC1(CCC1)C(CO)C2	EN300-1697830
C[C@@H](O)COCC1=CC=CC=C1	EN300-1697873
OCC1CC12CC2	EN300-2513522
CC1CC(N)(CO)C1	EN300-2985830
C[S](=N)(=O)C1=CC(=CC=C1)CO	EN300-7425894
NCC1(F)CC(O)C1	EN300-37416370
OC[C@@H]1CNC[C@H]1C2=CC=CC=C2	EN300-6763691
CC1(C)CN(C1=O)C2=C(C=CC(=C2)N)O	EN300-6763775
OCC12CC(C1)OC2	EN300-6759622
C[C@@H]1CNC[C@@H](CO)O1	EN300-6759637
CN(C)CC(F)(F)CO	EN300-6759676
OC1CNCC12CCC2	EN300-6759687
CCCN[S](=O)(=O)C1=CC=C(C=C1)O	EN300-6759775
CC1(O)CNCCNC1	EN300-6759798
CSC1=C(C=CC=N1)CO	EN300-3471806
CNC1=C(C=CC(=C1)O)F	EN300-4268336
OCC1(CCOCC1)C2CO2	EN300-7429948
NCC(CO)C1=CC=CC=C1	EN300-7429971
COC(=O)C1=CC(=C(C=C1)N(C)C)O	EN300-7430119
COC(=O)C1=NN=CC(=C1)O	EN300-7430298
OC1=NC(=N[N]1C2CCNCC2)C3CC3	EN300-7433330
CC(C)(C)OC(=O)N1CC[C@@H](CCO)[C@H](C1)C=C	EN300-7433332
CC(C)(C)OC(=O)N1CC[C@@H](O)C[C@H]1C(F)F	EN300-7433450
OC1=CC(=N[NH]1)[C@H]2CCNC2	EN300-1707778
C[C@@H](N)[C@@H](CO)NC(=O)OC(C)(C)C	EN300-7352574
NC(CCO)C1=CC(=CC=C1)C#N	EN300-6764403
OCC1CCCCC(F)(F)C1	EN300-6764500
OCCOC1CCNC1	EN300-6764893
C[S](=N)(=O)[C@@H]1CC[C@H](O)C1	EN300-6766379
CC(CO)C(=O)C	EN300-7138115
OC1COCCC1(F)F	EN300-7207357
NC(=O)[C@H]1CC[C@@H](O)CC1	EN300-7262720
OCC1CCC=CO1	EN300-73375
OC1=C(C=CC=C1)N=C2CSC(=O)N2	EN300-18250953
NC[C@H](F)CO	EN300-658671
OC1CCN(CC1)[S](=O)(=O)C(F)F	EN300-5084330
CCC1=C(C=CC=C1C)CO	EN300-7755177
CC1=C(C(=C(C=C1)[N+](=O)[O-])Cl)O	EN300-1179636
OC2=C1C=N[NH]C1=CC(=C2)Br	EN300-1168872
OC1=CC=C(C=C1)C(F)(F)C(F)(F)F	EN300-1694213
OC2CNCC1(CCCC1)C2	EN300-1717650
CC1=NC(=C(C(=N1)O)C)Cl	EN300-3171609
COC(=O)C1=C(C=CC(=N1)C)O	EN300-3173448
CC1=C(C=NC(=C1)C(F)(F)F)O	EN300-3182907
OC1=C(C=C(C=C1Cl)C#N)Br	EN300-3186167
CC(C)(C)C1=CC(=CC(=C1)O)Br	EN300-3215386
CC(C)(C)OC(=O)N1CCC(O)(CC1)C(F)(F)C(=O)O	EN300-1644747
O[C@@H]1CC[C@H]2CCN[C@H]1C2	EN300-1664089
OC1=NC=N[N]2C=C(Br)C=C12	EN300-4252752
CC(C)(C)OC(=O)N1CC[C@H](CO)C1	EN300-4256074
OC[C@@H]1C[C@H]2CNC[C@@H]12	EN300-1702893
OCC1(CCCC1)C2CCCO2	EN300-1704740
NC1(CO)CC2CCC1CC2	EN300-1699595
CN(C)[S](=O)(=O)CC1(O)COC1	EN300-3747091
OCC1=C(C=NC(=C1)Br)Br	EN300-7384447
COC1=C(C=C(C(=C1)C(=O)C)F)O	EN300-7388404
OCC=C1CCNCC1	EN300-1722037
OCC[C@@H]1C[C@H]2CC[C@@H]1C2	EN300-7456777
COCC12CC(CO)(C1)N(C2)C(=O)OC(C)(C)C	EN300-37100468
CN1CC(O)(C1)C2=CC=C(C=C2)Br	EN300-21923162
CC1=NC(=NC=C1)CCO	EN300-206806
CC(C)(C)OC(=O)NC1CC2CC(CO)CC12	EN300-1179611
C[C@@H](O)C1CCNCC1	EN300-344903
CN1CCC(O)CC1=O	EN300-7278328
OC1=CSN=C1	EN300-4757401
OC1=CC=C(C=C1)N2C=CNC2=O	EN300-4990569
OC1CC2(C1)CCOCC2	EN300-5131537
COC(=O)[C@H](CO)NC(=O)OCC2C1=C(C=CC=C1)C3=C2C=CC=C3	EN300-5171403
N[S](=O)(=O)C1=NC=C(C=C1)O	EN300-5203558
CC(O)C1=NN=CC=C1	EN300-5211160
CC(O)[C@]1(C)CCCN1	EN300-5263685
CC1=CC(=C(C=C1)N=NC3=C2C=CC(=CC2=CC(=C3O)[S](=O)(=O)O)[S](=O)(=O)O)C	EN300-60349
OC[C@@H]1CO1	EN300-80398
OC[C@H]1CO1	EN300-80399
CNCC(O)CN	EN300-217744
CC(C)(C)C(O)C1CCCCC1	EN300-220826
CC(C)(CCO)C(C)(F)F	EN300-1131614
CC12CC(CO)(C1)CO2	EN300-701312
OCC1=CC(=CC=C1)C2=CN=C(C=C2)O	EN300-6201616
CN(CCO)CCF	EN300-6218432
O[C@H]1CCSC2=C1C=CC=C2	EN300-89212
COC1=C(C(=CC(=C1)O)C)C#N	EN300-6475872
OCC1CCC(=O)N1CC2=CC=CC=C2	EN300-6476857
C[C@@H](N)[C@H](C)O	EN300-7586371
CC[C@H](N)[C@H](C)O	EN300-7589023
OC[C@H]1CCCCN1	EN300-7617724
CC(=O)O[C@H]1C[C@H](O)C1	EN300-7628002
C[C@]34CC[C@H]1[C@@H](CCC2=C1C=CC(=C2)O)[C@@H]3CC[C@@H]4O	EN300-119518
CC(C)NCC(O)COC1=CC=C(C=C1)CC(=O)N	EN300-119532
CC(C)(C)C(=O)N1CCC(CO)CC1	EN300-120137
NC1=NC(N(C=C1)[C@H]2CC[C@@H](CO)O2)=O	EN300-120633
C[C@]34CC[C@H]1[C@@H](CCC2=C1C=CC(=C2)O)[C@@H]3CCC4=O	EN300-120636
OC1=CC2=C(C=C1)C(=O)N(C2)C3CCC(=O)NC3=O	EN300-1081947
COC1=C(C=C(C(=N1)CO)C)C	EN300-222852
CC[N]1N=CC(=C1F)CO	EN300-233270
OC1=C(N=C(C=C1)C(F)(F)F)Cl	EN300-134806
CC(C)(C)OC(=O)NCCCCCCO	EN300-140764
CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C	EN300-16645
CC1=NC=C([N+](=O)[O-])[N]1CCO	EN300-16851
COC(=O)CC(O)(CC(=O)OC)C(=O)OC	EN300-749076
C[N]1N=CC(=C1C(F)(F)F)O	EN300-245071
OCC1=CC=C[N]1C(F)F	EN300-717562
COC1=C(C=C(C=C1)CNC2=C(C=NC(=N2)N3CCC[C@H]3CO)C(=O)NCC4=NC=CC=N4)Cl	EN300-6481290
OC1=CC2=C(C=C1)OCCN2	EN300-7810910
OCC2=C1SCCCC1=CC=C2	EN300-7926446
CN(C)C1=C(C=CC(=C1)Cl)CO	EN300-3478353
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	EN300-762936
C[C@H](CN)CO	EN300-134006
C[C@H]1CN(CCCO)C[C@@H](C)O1	EN300-1234974
CC(C)(C)C1=C(N=CO1)CO	EN300-1246333
CC1(C)CCC1O	EN300-257362
C[N]1C=C(C=N1)C(N)C2(CO)CCC2	EN300-260594
CC1=CC(=CC(=C1)CO)[N+](=O)[O-]	EN300-7402814
CC(C)(C)OC(=O)NCC1(O)CCCNC1	EN300-6487612
OCC1=CC(=CC(=C1)Cl)[N+](=O)[O-]	EN300-7405610
COC1=CC2=C(C(=C1)OC)C(=O)NC(=N2)C3=CC(=C(C(=C3)C)OCCO)C	EN300-7408723
CC(C)(C)OC(=O)N1[C@H]2CC[C@@H]1C[C@H](O)C2	EN300-6489446
N[C@H](CO)C1=CC=C(C=C1)F	EN300-7422339
COC(=O)C(O)C1=C(C(=CC=C1)Cl)C	EN300-28391368
NC1=C(C=CC(=C1)CC2=CC=CC=C2)O	EN300-98866
CC(=O)C1=C(C(=CC(=C1)C)Br)O	EN300-217930
OCC2=C1C=C(C=CC1=CC=C2)CC#N	EN300-6490386
OC1=CC(=CC(=C1)F)C2CCCNC2	EN300-6490899
OCC1=CC(=C(C=C1)Br)[N+](=O)[O-]	EN300-183123
C[N]1N=NC2=C1C=CC(=C2)O	EN300-6749769
COCC(O)C1=C(C=CC=C1)Cl	EN300-4995353
CC(C)(C)OC(=O)N1CCC[C@@H](CCO)C1	EN300-6491940
CC1(C)CC2(CCC1O)OCCO2	EN300-6492008
CC(O)C1=C[NH]C=N1	EN300-1588421
CC[N]1N=CC(=C1CCO)Br	EN300-1636852
CC(C)(C)[C@@H]1CCCC[C@H]1O	EN300-1636873
OCC1CC[S](=O)(=O)N1	EN300-734977
CN(C)C(=O)CSC1=NN=C(O1)C2=CC=C(C=C2)O	EN300-6493082
C[N]1C(=NN=C1C2=CC=C(C=C2)O)SCC(=O)N	EN300-6493860
CC1(C)CC(O)C(C)(C)N1	EN300-7663818
CC1=CC(=CC(=C1)O)C(F)F	EN300-7699539
OCC1=C(C(=NC=C1)C(F)(F)F)F	EN300-8112557
OCC2=C1C=C(C=CC1=CC=C2)Cl	EN300-8112943
NCC1=NC(=N[NH]1)C(O)C2CC2	EN300-6746627
CCC(O)CNC1CC1	EN300-6746673
CC1=CC(=C(C=C1)N2CCC(O)CC2)C	EN300-6746698
OCC2CNCC1=NC=C[N]1C2	EN300-6746733
CO[C@H](C)[C@H](N)CO	EN300-738620
OC2=C1C=CC=C(C1=NC=C2[N+](=O)[O-])OCC(F)(F)F	EN300-6495332
NCC12CC1(CO)CCC2	EN300-26978291
OCC1=CC=CO1	EN300-19106
OC1=C(C=C(C=C1Cl)Cl)Cl	EN300-19293
CC(C)(C)[Si](C)(C)OC1=CC(=CC=C1)CO	EN300-302196
COC(=O)C1=C(C=NC(=C1)O)Br	EN300-316503
CN(C)[C@H]2[C@@H]1C[C@H]4C(=C(O)[C@]1(O)C(=O)C(=C2O)C(=O)N)C(=O)C3=C(C=CC=C3O)[C@@]4(C)O	EN300-374118
OCC1CC12CCC(F)(F)CC2	EN300-1679618
OCC1=C(C=CC=C1Cl)Cl	EN300-1263450
O[C@]12C[C@H]1CCNC2	EN300-1267093
COC(=O)C(N)C1CCC(O)C1	EN300-1267335
OC1(CCOCC1)C(Cl)(Cl)Cl	EN300-6496241
OCCC(F)(F)C1=NC(=CC=C1)Br	EN300-1956708
OC1=COC2=C1N=CC=C2	EN300-198118
OCC1CO1	EN300-19950
CCC1=C(C(=CC=C1)CC)O	EN300-196183
CCN1C=CC=C(O)C1=O	EN300-3186321
CC1=C(C=CC(=C1F)CO)Cl	EN300-5002046
CCOC(=O)[C@H]1C[C@@](F)(CO)C1	EN300-6746889
CCOC(=O)[C@H]1C[C@](F)(CO)C1	EN300-6746917
OC(CC1=NC2=C(C=C1)C=CC=C2)C(=O)O	EN300-6748152
COC1(CC2(C1)COC(CO)C2)OC	EN300-6748177
CN(C)[C@H]2C1[C@@H](O)C4C(=C(O)[C@]1(O)C(=O)C(=C2O)C(=O)N)C(=O)C3=C(C=CC=C3O)[C@@]4(C)O	EN300-51719
CC(=O)CC(C1=CC=CC=C1)C3=C(O)C2=C(C=CC=C2)OC3=O	EN300-51918
CC[C@H](C)C(=O)O[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@@H]23	EN300-52515
CC2=CN([C@H]1C[C@H](N=[N+]=[N-])[C@@H](CO)O1)C(=O)NC2=O	EN300-52518
OCC2CCN(CC1=CC=C(C=C1)O)C2	EN300-4329911
OCCOC(F)(F)F	EN300-88806
COCC1=NC(=CC(=N1)C)O	EN300-91806
NCC1=NC=C(N=C1)O	EN300-396478
COC(=O)C1=CC(=C(C=C1)N)O	EN300-136413
CC(C)[C@@H](N)CO	EN300-98065
COC(=O)C1=CC2=C(C=C1)CC(O)CC2	EN300-9570219
COC1=CC=C(C=C1)C(O)CNC(=O)OC(C)(C)C	EN300-4350264
OC1CCN(CC1)C2CCC(=O)CC2	EN300-2891349
CC(C)(O)C1=C(C=C(C(=C1)F)Cl)Cl	EN300-99761
OCC(Cl)Cl	EN300-344057
CC(C)(C)OC(=O)N1CCOC(=C1)CO	EN300-1718941
COC(=O)C1(CC(CO)C1)NC(=O)OC(C)(C)C	EN300-1609080
CC1=CC(=CC=C1)C(C)(C)O	EN300-1830390
C[C@@H]1C[C@@H]1CCCO	EN300-7461315
OC1=NC2=C(C(=C1)Cl)C=CC=C2	EN300-95285
OCCOCCOCCOCCN=[N+]=[N-]	EN300-244444
CC(C)(C)OC(=O)N2C[C@H]1C(CO)[C@H]1C2	EN300-268801
O[C@@H]1CCC2=C(C=CC=C12)[N+](=O)[O-]	EN300-749543
OC1=CC(=O)NC(=O)N1C2CC2	EN300-755202
CC1=C(C)C(O)CCC1	EN300-7435368
OCC12CC(C1)NC2	EN300-7439985
OCC1(CC=C)CCCCN1	EN300-7440060
CC(C)(C)C2=NC1=CC=N[N]1C(=C2)O	EN300-7440085
OCC1(CC=CCO1)C(F)(F)F	EN300-1721907
OCC1=C(N=CC(=C1)Br)OCC2CC2	EN300-2132005
CC(C)OC1=CC2=C(C=C1)CCC[C@@H]2O	EN300-2330639
OCC1(F)CCC1	EN300-2931072
C[N]1N=C(CO)C=C1Cl	EN300-2934466
OC1=NC=C(N=C1)Cl	EN300-125503
CC1=NC=C(C=C1)[C@@H]2CCCC[C@H]2O	EN300-1700096
OCCOC1=NN=C(C=C1)Cl	EN300-1263536
CC1=C(C(=CC=C1)C(=O)N)O	EN300-1263644
OCC1=CC(=C(C=C1)F)Br	EN300-1264121
OCC1(COCCN1CC2=CC=CC=C2)C=C	EN300-7461569
COC(=O)CC1=C(C=CC(=C1)O)Br	EN300-7462330
C[N]1C=C(O)C(=N1)C(F)(F)F	EN300-343190
COC1(CCN(CC1O)C(=O)OC(C)(C)C)OC	EN300-393088
CC(C)(C)OC(=O)N1CC(O)(C1)C(N)C2=CC=CC=C2	EN300-1638434
OCC1CC(F)C1	EN300-1622952
OCC1(CC(F)(F)C1)C2=CC(=CC(=C2)Cl)Cl	EN300-7438879
OC1(CCI)CC1	EN300-7439239
OC(O)(C1=CC(=NC=C1)Cl)C(F)(F)F	EN300-7440381
OCCNC1CN2CCC1CC2	EN300-7440422
OCC12CC(F)(C1)CNC2	EN300-7440470
OCC1CNCC2=C1C=CC=C2	EN300-7440563
CCC1(O)CCCCC1=O	EN300-2986963
CC1(O)CCCCC1=O	EN300-2996639
NCC1=C(C=CC(=C1)O)C(F)(F)F	EN300-3011707
NC1(CO)CCC(F)(F)CC1	EN300-3060638
OC2=C1C=CC=NC1=NC=C2	EN300-189351
CN[C@H]1C[C@H](O)C1	EN300-93074
OCC1=NC(=C(C=C1)Cl)Cl	EN300-97762
OCC(=C)Cl	EN300-99866
OCC1=CC(=NO1)CCl	EN300-2009657
OC1=CC(=CC(=C1)Br)OC(F)(F)F	EN300-2304234
CC1=CC(=C(C(=C1)Br)F)CO	EN300-2414728
CC(C)(C)CC(C)(C)C1=C(C=CC=C1)O	EN300-7462418
O[C@H]1C[C@H](C1)[N]2C=NN=C2	EN300-7463160
OCC2CCC1COCCC1C2	EN300-7463425
OC2CC1(COC1)C2	EN300-1268250
CC1(C)C[C@H](CO)NC1=O	EN300-1664748
OCC1C2CCOCC12	EN300-1673309
CN(C)C(=O)CC1(CO)CC1	EN300-2858917
CC2=C(C(N1C=CC=C(C1=N2)O)=O)CC3=CC=CC=C3	EN300-1705759
CC1=C(C(=C(C2=C1CC(C)(C)O2)C)C)O	EN300-7440099
CC1=CC(=C(C(=C1)C)[N]2C(=NN=C2SCC(=O)NC3=C(C=CC=C3)Cl)O)C	EN300-7440705
CN(C)C(=O)C[C@@H]1CNC[C@H]1O	EN300-7440710
OCC1=CC(=CC(=C1)C2CCCCC2)C(F)(F)F	EN300-7440952
NC1=CN=C(C=C1)NC(=O)C2=CC(=CC=C2)O	EN300-7443994
CC(O)CC1(N)CCCNCC1	EN300-7444248
CCC1(CC)CC(O)C1	EN300-2502965
OCC1(CC1)N2C(=O)C=CC2=O	EN300-2526714
CC1=NC(=CC(=C1)C(F)(F)F)O	EN300-2903741
C[C@H](O)CC#N	EN300-2918012
O[CH]1C[C]2(C1)CC[CH2]CC2	EN300-2934432
OC1=C(C=NC=C1Br)Br	EN300-206162
CCCCOCCOCCO	EN300-206638
CC(C)(C)[Si](C)(C)OCCCO	EN300-208481
CC1CNCC(CCO)O1	EN300-212814
OC(COCC1=CC=CC=C1)COCC2=CC=CC=C2	EN300-216991
COC1C(C)(C)C(O)C1(C)C	EN300-243531
OCC1=CC=C(C=C1)C2=CC(=C(C=C2)Cl)Cl	EN300-7463683
OC[C@@H]1C[C@@H]1C(=O)O	EN300-7463927
NCC(O)C1=COC=C1	EN300-2977974
OCC=C1CCOCC1	EN300-134174
CC(C)(O)C(N)C1=CC=CC=C1	EN300-1639810
OC1=C(C=NC=N1)Cl	EN300-109093
CNCC(O)C1=CC=C(C=C1)OC	EN300-1850710
OC1CCC12CCNC2	EN300-7440145
OCC(F)(F)CN1CCCC1	EN300-7440171
C[N]1N=C(Br)C(=N1)CO	EN300-7440177
CSCCC(O)C(=O)OC(C)C	EN300-7440385
COC1=C(C=CC(=C1)\C=C\C(C)O)O	EN300-7441021
CN(CCO)C1CCCNC1	EN300-7441042
OC2=C1C=CC(=C(C1=NC=C2)F)Cl	EN300-7441088
OC2=C1N=CC=CC1=CC=C2C(NC3=NC=CC=C3)C4=CC=C(C=C4)C(F)(F)F	EN300-7441152
OCC2CCN(CCOCC1=CC=CC=C1)CC2	EN300-7441287
N[C@@H]3CC(C[N]1C=CN=C1C2=CC=CC=C2)C[C@H]3O	EN300-7441288
OC1(CNC1)C2CCN(CC2)C(=O)C(F)(F)F	EN300-7441313
COC(=O)C(N)C1(O)CCC1	EN300-7444260
CC1=C(C=CC=C1O)[N+](=O)[O-]	EN300-41529
CC(C)(C)N1CC(O)CC1=O	EN300-5071124
OC1=NC(=NC(=N1)Cl)N2CCOCC2	EN300-5155007
COC(=O)C1=CC(=CS1)CO	EN300-5242979
CCOC(=O)C1=N[NH]C(=N1)CO	EN300-6364016
CC1=NC2=C(C(=N1)O)CCCC2	EN300-102462
CC(=O)OC1=CC=C(C=C1)O	EN300-137096
OC1=C(N=C(C=N1)I)Br	EN300-7440771
CC2CC1=C(C(=C(C(=C1O2)C)C)O)C	EN300-7440908
O[C@@H](C(F)F)C1=C(C=CC=C1)F	EN300-7441031
CN(CC(F)(F)F)C1=C(C=C(C=N1)Br)CO	EN300-7441067
OC1=C(N=CC(=C1)F)F	EN300-7441077
CC(C)(C)OC(=O)NC1(CCF)CC(O)C1	EN300-7441296
OC[C@@H]1C[C@H]1C=C	EN300-7441400
CC(C)(C)OC(=O)N1CC(CO)(C1)C#N	EN300-111830
CC(O)CN1CCCNCC1	EN300-154193
C[C@H](O)C1COCCO1	EN300-4269400
CC(C)OC1=CC2=C(C=C1)CCC[C@H]2O	EN300-4269919
COCC(O)CN1CCSC(C)(C)C1	EN300-4374777
OCC1(CCCCCC1)C#N	EN300-5037041
CC1=C(N=CN=N1)O	EN300-716455
CCNCC1(O)CCC1	EN300-1242100
OCCCN1C(=O)CCC1=O	EN300-1260484
COC1=C(C=CC(=C1)CC2=C(N=C(N=C2)N)N)O	EN300-7465318
OC1=C(C=CC=C1I)C2=NC(=NO2)C3=CC=NC=C3	EN300-7465321
CCOC(=O)C1=C[N](N=C1)CC2C[C@@H](N)[C@H](O)C2	EN300-7465487
OC1CC2(C1)CCNCC2	EN300-154575
CC2=NC1=C(C=CC(=C1)O)O2	EN300-6770731
CC(C)(C)OC(=O)N1CC[C@@H](N)[C@H](O)C1	EN300-7022909
CC(C)(C)OC(=O)N[C@H]1C[C@@H](CO)C=C1	EN300-7044413
CC(=CCCCO)C	EN300-110115
CC(=C)C(F)(F)CO	EN300-197059
O[C@@H]1CCC[C@H]1OC2=CC=CC=C2	EN300-7441800
COC(=O)C2=CC1=C(C=CC(=C1F)O)[NH]2	EN300-7441812
OCC1=C(C(=CC=C1)C2CCCCC2)C(F)(F)F	EN300-7441984
OC1=CC=C(C=C1)NC(=O)CCCl	EN300-7442189
COC1=NC=C(C(=C1)CCO)NC(=O)OC(C)(C)C	EN300-177276
